Singular	Plural	S Count	P Count	P %
cook	cooks	11	8	0.421052631579
statesman	statesmen	11	8	0.421052631579
sleeve	sleeves	11	8	0.421052631579
insight	insights	22	16	0.421052631579
log	logs	11	8	0.421052631579
curtain	curtains	11	8	0.421052631579
piece	pieces	127	92	0.420091324201
string	strings	18	13	0.41935483871
round	rounds	18	13	0.41935483871
invitation	invitations	18	13	0.41935483871
objection	objections	18	13	0.41935483871
change	changes	161	116	0.418772563177
stem	stems	25	18	0.418604651163
idea	ideas	193	138	0.416918429003
analyst	analysts	7	5	0.416666666667
can	cans	7	5	0.416666666667
recording	recordings	14	10	0.416666666667
avenue	avenues	7	5	0.416666666667
border	borders	14	10	0.416666666667
print	prints	14	10	0.416666666667
pad	pads	7	5	0.416666666667
sensation	sensations	14	10	0.416666666667
engineer	engineers	38	27	0.415384615385
loan	loans	41	29	0.414285714286
god	gods	17	12	0.413793103448
intersection	intersections	17	12	0.413793103448
guard	guards	27	19	0.413043478261
hole	holes	54	38	0.413043478261
obstacle	obstacles	10	7	0.411764705882
equivalent	equivalents	10	7	0.411764705882
acid	acids	10	7	0.411764705882
talent	talents	40	28	0.411764705882
election	elections	72	50	0.409836065574
hand	hands	411	285	0.409482758621
cousin	cousins	13	9	0.409090909091
line	lines	279	193	0.408898305085
person	persons	170	117	0.407665505226
note	notes	73	50	0.406504065041
claim	claims	69	47	0.405172413793
boat	boats	69	47	0.405172413793
entry	entries	25	17	0.404761904762
alternative	alternatives	25	17	0.404761904762
suggestion	suggestions	34	23	0.40350877193
device	devices	55	37	0.402173913043
want	wants	9	6	0.4
rookie	rookies	6	4	0.4
multitude	multitudes	3	2	0.4
tulip	tulips	3	2	0.4
drinker	drinkers	3	2	0.4
conjecture	conjectures	3	2	0.4
birdie	birdies	3	2	0.4
shelf	shelves	12	8	0.4
sting	stings	3	2	0.4
intrusion	intrusions	3	2	0.4
academic	academics	3	2	0.4
client	clients	15	10	0.4
shout	shouts	3	2	0.4
stroke	strokes	18	12	0.4
beating	beatings	3	2	0.4
pronouncement	pronouncements	3	2	0.4
puzzle	puzzles	6	4	0.4
catalyst	catalysts	3	2	0.4
gland	glands	9	6	0.4
peg	pegs	3	2	0.4
stepmother	stepmothers	3	2	0.4
clue	clues	15	10	0.4
admirer	admirers	3	2	0.4
sword	swords	6	4	0.4
hog	hogs	3	2	0.4
pulley	pulleys	3	2	0.4
inadequacy	inadequacies	3	2	0.4
flyer	flyers	3	2	0.4
shawl	shawls	3	2	0.4
poultice	poultices	3	2	0.4
borough	boroughs	3	2	0.4
robe	robes	6	4	0.4
outlet	outlets	9	6	0.4
pimp	pimps	3	2	0.4
micelle	micelles	6	4	0.4
clown	clowns	3	2	0.4
berry	berries	3	2	0.4
orchestration	orchestrations	3	2	0.4
protein	proteins	21	14	0.4
synagogue	synagogues	3	2	0.4
cabana	cabanas	3	2	0.4
by-product	by-products	3	2	0.4
fingerprint	fingerprints	6	4	0.4
kill	kills	3	2	0.4
inclusion	inclusions	3	2	0.4
burrow	burrows	3	2	0.4
original	originals	3	2	0.4
toss	tosses	3	2	0.4
diary	diaries	3	2	0.4
cable	cables	3	2	0.4
jurist	jurists	3	2	0.4
mythology	mythologies	3	2	0.4
caravan	caravans	3	2	0.4
pearl	pearls	3	2	0.4
riverbank	riverbanks	3	2	0.4
parasol	parasols	3	2	0.4
pretext	pretexts	3	2	0.4
hook	hooks	3	2	0.4
footnote	footnotes	3	2	0.4
sonnet	sonnets	3	2	0.4
subsidy	subsidies	3	2	0.4
stratum	strata	3	2	0.4
bard	bards	3	2	0.4
proton	protons	3	2	0.4
adaptation	adaptations	9	6	0.4
gal	gals	3	2	0.4
wail	wails	3	2	0.4
censure	censures	3	2	0.4
cheer	cheers	6	4	0.4
howl	howls	3	2	0.4
aroma	aromas	3	2	0.4
glove	gloves	9	6	0.4
essential	essentials	3	2	0.4
commentator	commentators	3	2	0.4
broadcasting	broadcastings	3	2	0.4
arcade	arcades	3	2	0.4
skull	skulls	3	2	0.4
felicity	felicities	3	2	0.4
crook	crooks	3	2	0.4
oration	orations	3	2	0.4
slit	slits	3	2	0.4
feast	feasts	3	2	0.4
stub	stubs	3	2	0.4
adolescent	adolescents	9	6	0.4
keep	keeps	3	2	0.4
wrist	wrists	9	6	0.4
manuscript	manuscripts	6	4	0.4
accretion	accretions	3	2	0.4
detector	detectors	3	2	0.4
winner	winners	6	4	0.4
liner	liners	3	2	0.4
fielder	fielders	3	2	0.4
rooster	roosters	3	2	0.4
finance	finances	9	6	0.4
anachronism	anachronisms	3	2	0.4
drone	drones	3	2	0.4
outrigger	outriggers	3	2	0.4
clinic	clinics	3	2	0.4
reformer	reformers	3	2	0.4
taunt	taunts	3	2	0.4
neurosis	neuroses	6	4	0.4
ambassador	ambassadors	9	6	0.4
symbol	symbols	54	36	0.4
individualist	individualists	3	2	0.4
coachman	coachmen	3	2	0.4
documentary	documentaries	3	2	0.4
lance	lances	3	2	0.4
figure	figures	147	97	0.397540983607
girl	girls	211	139	0.397142857143
proposal	proposals	41	27	0.397058823529
record	records	123	81	0.397058823529
grade	grades	35	23	0.396551724138
subject	subjects	121	79	0.395
article	articles	46	30	0.394736842105
tip	tips	20	13	0.393939393939
beam	beams	20	13	0.393939393939
cheek	cheeks	20	13	0.393939393939
switch	switches	37	24	0.393442622951
formulation	formulations	17	11	0.392857142857
flash	flashes	14	9	0.391304347826
generator	generators	14	9	0.391304347826
province	provinces	14	9	0.391304347826
mechanism	mechanisms	28	18	0.391304347826
principle	principles	106	68	0.390804597701
sculpture	sculptures	11	7	0.388888888889
continent	continents	11	7	0.388888888889
consultant	consultants	11	7	0.388888888889
broadcast	broadcasts	11	7	0.388888888889
restraint	restraints	11	7	0.388888888889
lake	lakes	11	7	0.388888888889
goal	goals	60	38	0.387755102041
result	results	196	124	0.3875
consideration	considerations	49	31	0.3875
missile	missiles	46	29	0.386666666667
supply	supplies	54	34	0.386363636364
calf	calves	8	5	0.384615384615
claimant	claimants	8	5	0.384615384615
textile	textiles	24	15	0.384615384615
trunk	trunks	8	5	0.384615384615
exception	exceptions	40	25	0.384615384615
actor	actors	24	15	0.384615384615
offense	offenses	8	5	0.384615384615
outline	outlines	8	5	0.384615384615
adjustment	adjustments	32	20	0.384615384615
cluster	clusters	8	5	0.384615384615
pet	pets	8	5	0.384615384615
athlete	athletes	8	5	0.384615384615
apple	apples	8	5	0.384615384615
infection	infections	8	5	0.384615384615
micrometeorite	micrometeorites	8	5	0.384615384615
museum	museums	16	10	0.384615384615
jaw	jaws	16	10	0.384615384615
motif	motifs	8	5	0.384615384615
revival	revivals	8	5	0.384615384615
secret	secrets	32	20	0.384615384615
proportion	proportions	29	18	0.382978723404
purpose	purposes	145	90	0.382978723404
practice	practices	79	49	0.3828125
graduate	graduates	21	13	0.382352941176
horse	horses	110	68	0.38202247191
price	prices	99	61	0.38125
pole	poles	13	8	0.380952380952
tumor	tumors	13	8	0.380952380952
assistant	assistants	18	11	0.379310344828
foam	foams	36	22	0.379310344828
intention	intentions	36	22	0.379310344828
uniform	uniforms	23	14	0.378378378378
reform	reforms	23	14	0.378378378378
block	blocks	61	37	0.377551020408
assumption	assumptions	38	23	0.377049180328
difficulty	difficulties	76	46	0.377049180328
day	days	623	377	0.377
invasion	invasions	15	9	0.375
insult	insults	5	3	0.375
inventory	inventories	20	12	0.375
crib	cribs	5	3	0.375
bequest	bequests	5	3	0.375
cooler	coolers	5	3	0.375
spire	spires	5	3	0.375
streak	streaks	10	6	0.375
reflector	reflectors	5	3	0.375
monster	monsters	5	3	0.375
suit	suits	40	24	0.375
thermometer	thermometers	10	6	0.375
plaintiff	plaintiffs	5	3	0.375
concert	concerts	35	21	0.375
margin	margins	10	6	0.375
educator	educators	10	6	0.375
actress	actresses	5	3	0.375
impulse	impulses	20	12	0.375
accelerator	accelerators	5	3	0.375
solvent	solvents	5	3	0.375
connotation	connotations	5	3	0.375
major	majors	5	3	0.375
fold	folds	5	3	0.375
ballplayer	ballplayers	5	3	0.375
remedy	remedies	10	6	0.375
bet	bets	5	3	0.375
blot	blots	5	3	0.375
decorator	decorators	5	3	0.375
shovel	shovels	5	3	0.375
prostitute	prostitutes	5	3	0.375
orbit	orbits	15	9	0.375
beverage	beverages	5	3	0.375
bust	busts	5	3	0.375
metaphor	metaphors	5	3	0.375
adversary	adversaries	5	3	0.375
barge	barges	5	3	0.375
racket	rackets	5	3	0.375
attraction	attractions	15	9	0.375
bull's-eye	bull's-eyes	10	6	0.375
bale	bales	5	3	0.375
recollection	recollections	5	3	0.375
clergyman	clergymen	10	6	0.375
match	matches	15	9	0.375
capsule	capsules	5	3	0.375
newspaper	newspapers	62	37	0.373737373737
spot	spots	52	31	0.373493975904
library	libraries	47	28	0.373333333333
test	tests	96	57	0.372549019608
variation	variations	32	19	0.372549019608
conclusion	conclusions	59	35	0.372340425532
trail	trails	27	16	0.372093023256
need	needs	157	93	0.372
holiday	holidays	17	10	0.37037037037
mate	mates	17	10	0.37037037037
association	associations	46	27	0.369863013699
type	types	195	114	0.368932038835
strip	strips	24	14	0.368421052632
link	links	12	7	0.368421052632
slip	slips	12	7	0.368421052632
stride	strides	12	7	0.368421052632
statute	statutes	12	7	0.368421052632
pension	pensions	12	7	0.368421052632
veteran	veterans	19	11	0.366666666667
plan	plans	166	96	0.36641221374
sheet	sheets	45	26	0.366197183099
shift	shifts	26	15	0.365853658537
bill	bills	78	45	0.365853658537
bone	bones	33	19	0.365384615385
patent	patents	33	19	0.365384615385
kid	kids	54	31	0.364705882353
mansion	mansions	7	4	0.363636363636
horn	horns	14	8	0.363636363636
thrust	thrusts	7	4	0.363636363636
grove	groves	7	4	0.363636363636
newcomer	newcomers	7	4	0.363636363636
fort	forts	7	4	0.363636363636
roll	rolls	14	8	0.363636363636
innovation	innovations	7	4	0.363636363636
butt	butts	7	4	0.363636363636
diversion	diversions	7	4	0.363636363636
beatnik	beatniks	7	4	0.363636363636
fraud	frauds	7	4	0.363636363636
plain	plains	7	4	0.363636363636
knight	knights	7	4	0.363636363636
probability	probabilities	35	20	0.363636363636
radical	radicals	7	4	0.363636363636
inference	inferences	7	4	0.363636363636
circle	circles	56	32	0.363636363636
complaint	complaints	14	8	0.363636363636
charity	charities	7	4	0.363636363636
bluff	bluffs	7	4	0.363636363636
guarantee	guarantees	7	4	0.363636363636
vent	vents	7	4	0.363636363636
painter	painters	21	12	0.363636363636
instrument	instruments	44	25	0.36231884058
historian	historians	30	17	0.36170212766
substance	substances	30	17	0.36170212766
female	females	30	17	0.36170212766
question	questions	233	132	0.361643835616
report	reports	115	65	0.361111111111
rail	rails	16	9	0.36
illustration	illustrations	16	9	0.36
discharge	discharges	16	9	0.36
phrase	phrases	32	18	0.36
lady	ladies	48	27	0.36
philosopher	philosophers	16	9	0.36
automobile	automobiles	43	24	0.358208955224
avocado	avocados	9	5	0.357142857143
privilege	privileges	18	10	0.357142857143
raid	raids	9	5	0.357142857143
nephew	nephews	9	5	0.357142857143
tire	tires	18	10	0.357142857143
representation	representations	18	10	0.357142857143
soloist	soloists	9	5	0.357142857143
pump	pumps	9	5	0.357142857143
cave	caves	9	5	0.357142857143
hardship	hardships	9	5	0.357142857143
criminal	criminals	9	5	0.357142857143
accent	accents	9	5	0.357142857143
warrant	warrants	9	5	0.357142857143
ghost	ghosts	9	5	0.357142857143
material	materials	170	94	0.356060606061
duty	duties	58	32	0.355555555556
lesson	lessons	29	16	0.355555555556
interview	interviews	31	17	0.354166666667
effect	effects	197	108	0.354098360656
author	authors	42	23	0.353846153846
snake	snakes	42	23	0.353846153846
rider	riders	11	6	0.352941176471
folk	folks	33	18	0.352941176471
crack	cracks	11	6	0.352941176471
demand	demands	79	43	0.352459016393
exercise	exercises	35	19	0.351851851852
prayer	prayers	24	13	0.351351351351
loss	losses	85	46	0.351145038168
week	weeks	257	139	0.35101010101
ship	ships	76	41	0.350427350427
abuse	abuses	13	7	0.35
thread	threads	13	7	0.35
signal	signals	52	28	0.35
organization	organizations	110	59	0.349112426036
display	displays	28	15	0.348837209302
lawyer	lawyers	43	23	0.348484848485
impression	impressions	45	24	0.347826086957
pill	pills	15	8	0.347826086957
miracle	miracles	15	8	0.347826086957
fence	fences	30	16	0.347826086957
repair	repairs	15	8	0.347826086957
peak	peaks	15	8	0.347826086957
machine	machines	98	52	0.346666666667
warning	warnings	17	9	0.346153846154
bar	bars	68	36	0.346153846154
difference	differences	148	78	0.345132743363
service	services	241	127	0.345108695652
screw	screws	19	10	0.344827586207
rhythm	rhythms	21	11	0.34375
possession	possessions	21	11	0.34375
store	stores	65	34	0.343434343434
book	books	176	92	0.34328358209
cigarette	cigarettes	23	12	0.342857142857
fist	fists	25	13	0.342105263158
professor	professors	27	14	0.341463414634
column	columns	60	31	0.340659340659
page	pages	60	31	0.340659340659
row	rows	31	16	0.340425531915
improvement	improvements	37	19	0.339285714286
set	sets	88	45	0.338345864662
sample	samples	53	27	0.3375
wall	walls	137	69	0.334951456311
swan	swans	2	1	0.333333333333
solution	solutions	56	28	0.333333333333
poppy	poppies	2	1	0.333333333333
bicycle	bicycles	4	2	0.333333333333
blasphemy	blasphemies	4	2	0.333333333333
maverick	mavericks	2	1	0.333333333333
inducement	inducements	2	1	0.333333333333
bookcase	bookcases	2	1	0.333333333333
connoisseur	connoisseurs	4	2	0.333333333333
mannerism	mannerisms	2	1	0.333333333333
bayonet	bayonets	6	3	0.333333333333
ribbon	ribbons	12	6	0.333333333333
minstrel	minstrels	2	1	0.333333333333
gamble	gambles	2	1	0.333333333333
arch	arches	10	5	0.333333333333
capitalist	capitalists	4	2	0.333333333333
ethicist	ethicists	2	1	0.333333333333
volcano	volcanos	2	1	0.333333333333
whim	whims	2	1	0.333333333333
aide	aides	8	4	0.333333333333
drove	droves	2	1	0.333333333333
network	networks	30	15	0.333333333333
dime	dimes	4	2	0.333333333333
self-deception	self-deceptions	2	1	0.333333333333
fugitive	fugitives	2	1	0.333333333333
kit	kits	2	1	0.333333333333
filter	filters	8	4	0.333333333333
waterfall	waterfalls	2	1	0.333333333333
wrapper	wrappers	2	1	0.333333333333
navigator	navigators	2	1	0.333333333333
hood	hoods	4	2	0.333333333333
tango	tangos	2	1	0.333333333333
interlude	interludes	4	2	0.333333333333
emissary	emissaries	2	1	0.333333333333
rationalization	rationalizations	2	1	0.333333333333
rat	rats	6	3	0.333333333333
fitting	fittings	2	1	0.333333333333
drought	droughts	4	2	0.333333333333
episode	episodes	12	6	0.333333333333
aunt	aunts	8	4	0.333333333333
mailing	mailings	4	2	0.333333333333
freak	freaks	4	2	0.333333333333
sage	sages	2	1	0.333333333333
levy	levies	4	2	0.333333333333
longhorn	longhorns	2	1	0.333333333333
pyrometer	pyrometers	2	1	0.333333333333
trace	traces	14	7	0.333333333333
fly	flies	14	7	0.333333333333
temptation	temptations	12	6	0.333333333333
physicist	physicists	4	2	0.333333333333
questioner	questioners	2	1	0.333333333333
disparity	disparities	2	1	0.333333333333
attacker	attackers	6	3	0.333333333333
mistake	mistakes	30	15	0.333333333333
wound	wounds	16	8	0.333333333333
comedian	comedians	4	2	0.333333333333
boiler	boilers	2	1	0.333333333333
nip	nips	2	1	0.333333333333
tombstone	tombstones	2	1	0.333333333333
bellow	bellows	2	1	0.333333333333
assailant	assailants	2	1	0.333333333333
insurrection	insurrections	2	1	0.333333333333
elm	elms	2	1	0.333333333333
legion	legions	2	1	0.333333333333
julep	juleps	2	1	0.333333333333
paraphrase	paraphrases	2	1	0.333333333333
caliper	calipers	2	1	0.333333333333
holdup	holdups	2	1	0.333333333333
intern	interns	2	1	0.333333333333
microwave	microwaves	2	1	0.333333333333
substitution	substitutions	2	1	0.333333333333
secessionist	secessionists	2	1	0.333333333333
hangover	hangovers	2	1	0.333333333333
pavilion	pavilions	4	2	0.333333333333
revel	revels	2	1	0.333333333333
pest	pests	4	2	0.333333333333
capacitor	capacitors	2	1	0.333333333333
signpost	signposts	2	1	0.333333333333
frolic	frolics	2	1	0.333333333333
weir	weirs	2	1	0.333333333333
navel	navels	2	1	0.333333333333
accolade	accolades	2	1	0.333333333333
swoop	swoops	2	1	0.333333333333
lefthander	lefthanders	2	1	0.333333333333
marketing	marketings	6	3	0.333333333333
miscalculation	miscalculations	2	1	0.333333333333
dwarf	dwarfs	2	1	0.333333333333
dweller	dwellers	2	1	0.333333333333
handyman	handymen	2	1	0.333333333333
discount	discounts	8	4	0.333333333333
burr	burrs	2	1	0.333333333333
cluck	clucks	2	1	0.333333333333
virtue	virtues	30	15	0.333333333333
olive	olives	2	1	0.333333333333
misconception	misconceptions	4	2	0.333333333333
despot	despots	2	1	0.333333333333
drawer	drawers	8	4	0.333333333333
watching	watchings	2	1	0.333333333333
cathedral	cathedrals	6	3	0.333333333333
haircut	haircuts	2	1	0.333333333333
shake	shakes	2	1	0.333333333333
adhesive	adhesives	4	2	0.333333333333
rooftop	rooftops	2	1	0.333333333333
drummer	drummers	2	1	0.333333333333
halo	halos	2	1	0.333333333333
lineage	lineages	2	1	0.333333333333
waiter	waiters	10	5	0.333333333333
punk	punks	2	1	0.333333333333
crevice	crevices	2	1	0.333333333333
aesthetic	aesthetics	2	1	0.333333333333
oath	oaths	6	3	0.333333333333
offering	offerings	6	3	0.333333333333
general	generals	20	10	0.333333333333
butterfly	butterflies	2	1	0.333333333333
gage	gages	4	2	0.333333333333
objector	objectors	2	1	0.333333333333
snack	snacks	6	3	0.333333333333
ratio	ratios	36	18	0.333333333333
gulp	gulps	2	1	0.333333333333
treasury	treasuries	2	1	0.333333333333
mysticism	mysticisms	2	1	0.333333333333
gem	gems	4	2	0.333333333333
neutralist	neutralists	4	2	0.333333333333
vowel	vowels	6	3	0.333333333333
skyscraper	skyscrapers	2	1	0.333333333333
sable	sables	2	1	0.333333333333
caucus	caucuses	2	1	0.333333333333
millionaire	millionaires	2	1	0.333333333333
armchair	armchairs	4	2	0.333333333333
dispatch	dispatches	6	3	0.333333333333
rancher	ranchers	14	7	0.333333333333
chap	chaps	2	1	0.333333333333
landslide	landslides	2	1	0.333333333333
stewardess	stewardesses	2	1	0.333333333333
columnist	columnists	4	2	0.333333333333
pal	pals	2	1	0.333333333333
workout	workouts	6	3	0.333333333333
foal	foals	2	1	0.333333333333
driver	drivers	48	24	0.333333333333
ferry	ferries	2	1	0.333333333333
nap	naps	4	2	0.333333333333
inhibition	inhibitions	6	3	0.333333333333
robbery	robberies	6	3	0.333333333333
grub	grubs	2	1	0.333333333333
informant	informants	2	1	0.333333333333
accomplice	accomplices	2	1	0.333333333333
squire	squires	2	1	0.333333333333
mixer	mixers	2	1	0.333333333333
breakwater	breakwaters	2	1	0.333333333333
low	lows	2	1	0.333333333333
palate	palates	2	1	0.333333333333
inoculation	inoculations	2	1	0.333333333333
remembrance	remembrances	2	1	0.333333333333
follow-up	follow-ups	2	1	0.333333333333
hound	hounds	4	2	0.333333333333
slant	slants	2	1	0.333333333333
gourmet	gourmets	2	1	0.333333333333
inevitability	inevitabilities	2	1	0.333333333333
skeleton	skeletons	2	1	0.333333333333
catastrophe	catastrophes	10	5	0.333333333333
glycol	glycols	2	1	0.333333333333
sitting	sittings	4	2	0.333333333333
corollary	corollaries	2	1	0.333333333333
bottleneck	bottlenecks	2	1	0.333333333333
trench	trenches	2	1	0.333333333333
locomotive	locomotives	2	1	0.333333333333
sub	subs	4	2	0.333333333333
dramatist	dramatists	2	1	0.333333333333
solitude	solitudes	2	1	0.333333333333
micrometer	micrometers	2	1	0.333333333333
phrasing	phrasings	2	1	0.333333333333
den	dens	2	1	0.333333333333
shading	shadings	2	1	0.333333333333
scan	scans	2	1	0.333333333333
bogy	bogies	2	1	0.333333333333
onslaught	onslaughts	4	2	0.333333333333
searchlight	searchlights	2	1	0.333333333333
genus	genera	2	1	0.333333333333
bully	bullies	2	1	0.333333333333
sandwich	sandwiches	8	4	0.333333333333
castle	castles	6	3	0.333333333333
musket	muskets	6	3	0.333333333333
juncture	junctures	4	2	0.333333333333
eating	eatings	2	1	0.333333333333
token	tokens	4	2	0.333333333333
pigeon	pigeons	2	1	0.333333333333
clique	cliques	2	1	0.333333333333
canister	canisters	2	1	0.333333333333
prejudice	prejudices	8	4	0.333333333333
bumper	bumpers	2	1	0.333333333333
clump	clumps	4	2	0.333333333333
antiquity	antiquities	2	1	0.333333333333
swarm	swarms	2	1	0.333333333333
interviewer	interviewers	2	1	0.333333333333
confessional	confessionals	2	1	0.333333333333
emanation	emanations	2	1	0.333333333333
slat	slats	2	1	0.333333333333
recital	recitals	6	3	0.333333333333
steak	steaks	8	4	0.333333333333
lie	lies	6	3	0.333333333333
trance	trances	4	2	0.333333333333
buff	buffs	2	1	0.333333333333
chart	charts	16	8	0.333333333333
chancery	chanceries	2	1	0.333333333333
cover	covers	34	17	0.333333333333
storyline	storylines	2	1	0.333333333333
bulletin	bulletins	6	3	0.333333333333
cruiser	cruisers	4	2	0.333333333333
melody	melodies	20	10	0.333333333333
biopsy	biopsies	2	1	0.333333333333
batter	batters	2	1	0.333333333333
banquet	banquets	6	3	0.333333333333
slugger	sluggers	4	2	0.333333333333
blunder	blunders	2	1	0.333333333333
genre	genres	2	1	0.333333333333
veterinarian	veterinarians	2	1	0.333333333333
buzz	buzzes	4	2	0.333333333333
apostle	apostles	2	1	0.333333333333
confabulation	confabulations	2	1	0.333333333333
engraving	engravings	2	1	0.333333333333
champion	champions	18	9	0.333333333333
gag	gags	4	2	0.333333333333
teaspoonful	teaspoonfuls	2	1	0.333333333333
echelon	echelons	2	1	0.333333333333
sociologist	sociologists	2	1	0.333333333333
denunciation	denunciations	4	2	0.333333333333
premonition	premonitions	2	1	0.333333333333
armpit	armpits	2	1	0.333333333333
salvo	salvos	2	1	0.333333333333
prince	princes	2	1	0.333333333333
radiator	radiators	4	2	0.333333333333
showing	showings	4	2	0.333333333333
judgement	judgements	2	1	0.333333333333
blemish	blemishes	2	1	0.333333333333
shibboleth	shibboleths	2	1	0.333333333333
battalion	battalions	2	1	0.333333333333
gateway	gateways	2	1	0.333333333333
odor	odors	14	7	0.333333333333
gambit	gambits	2	1	0.333333333333
nationalist	nationalists	2	1	0.333333333333
haunt	haunts	2	1	0.333333333333
curd	curds	2	1	0.333333333333
peach	peaches	2	1	0.333333333333
pinpoint	pinpoints	2	1	0.333333333333
inaccuracy	inaccuracies	2	1	0.333333333333
potboiler	potboilers	2	1	0.333333333333
shipmate	shipmates	2	1	0.333333333333
monomer	monomers	2	1	0.333333333333
baron	barons	2	1	0.333333333333
rasp	rasps	2	1	0.333333333333
rhyme	rhymes	2	1	0.333333333333
ski	skis	2	1	0.333333333333
stiff	stiffs	2	1	0.333333333333
blitz	blitzes	2	1	0.333333333333
chartist	chartists	2	1	0.333333333333
click	clicks	2	1	0.333333333333
paperback	paperbacks	2	1	0.333333333333
rivalry	rivalries	6	3	0.333333333333
dogma	dogmas	4	2	0.333333333333
reappraisal	reappraisals	2	1	0.333333333333
rape	rapes	2	1	0.333333333333
prognosis	prognoses	2	1	0.333333333333
notebook	notebooks	2	1	0.333333333333
tyrant	tyrants	2	1	0.333333333333
gender	genders	2	1	0.333333333333
topcoat	topcoats	2	1	0.333333333333
thrill	thrills	4	2	0.333333333333
commonwealth	commonwealths	2	1	0.333333333333
profile	profiles	6	3	0.333333333333
acknowledgment	acknowledgments	2	1	0.333333333333
announcer	announcers	2	1	0.333333333333
transcript	transcripts	4	2	0.333333333333
antiserum	antisera	4	2	0.333333333333
airstrip	airstrips	2	1	0.333333333333
dumbbell	dumbbells	2	1	0.333333333333
waitress	waitresses	2	1	0.333333333333
infantryman	infantrymen	2	1	0.333333333333
hurdle	hurdles	2	1	0.333333333333
academy	academies	6	3	0.333333333333
electroshock	electroshocks	2	1	0.333333333333
calamity	calamities	2	1	0.333333333333
lover	lovers	16	8	0.333333333333
torrent	torrents	4	2	0.333333333333
anthropologist	anthropologists	2	1	0.333333333333
squadron	squadrons	2	1	0.333333333333
oracle	oracles	2	1	0.333333333333
pulsation	pulsations	2	1	0.333333333333
immensity	immensities	2	1	0.333333333333
sail	sails	4	2	0.333333333333
vacancy	vacancies	4	2	0.333333333333
greenhouse	greenhouses	2	1	0.333333333333
industrialist	industrialists	2	1	0.333333333333
feat	feats	6	3	0.333333333333
jam	jams	4	2	0.333333333333
tent	tents	20	10	0.333333333333
keg	kegs	2	1	0.333333333333
souvenir	souvenirs	2	1	0.333333333333
taking	takings	4	2	0.333333333333
old-timer	old-timers	2	1	0.333333333333
bellboy	bellboys	4	2	0.333333333333
swallow	swallows	4	2	0.333333333333
warden	wardens	4	2	0.333333333333
eraser	erasers	2	1	0.333333333333
beaker	beakers	2	1	0.333333333333
artisan	artisans	2	1	0.333333333333
adagio	adagios	2	1	0.333333333333
escutcheon	escutcheons	2	1	0.333333333333
reminiscence	reminiscences	2	1	0.333333333333
eyeball	eyeballs	2	1	0.333333333333
dissent	dissents	4	2	0.333333333333
partner	partners	32	16	0.333333333333
thud	thuds	2	1	0.333333333333
whore	whores	2	1	0.333333333333
speaker	speakers	24	12	0.333333333333
sister-in-law	sisters-in-law	2	1	0.333333333333
dais	daises	2	1	0.333333333333
knob	knobs	2	1	0.333333333333
judiciary	judiciaries	2	1	0.333333333333
haul	hauls	2	1	0.333333333333
teahouse	teahouses	2	1	0.333333333333
sofa	sofas	6	3	0.333333333333
subjectivist	subjectivists	2	1	0.333333333333
alkali	alkalis	4	2	0.333333333333
clutch	clutches	4	2	0.333333333333
tumble	tumbles	2	1	0.333333333333
litigant	litigants	2	1	0.333333333333
leap	leaps	6	3	0.333333333333
travelogue	travelogues	2	1	0.333333333333
slight	slights	2	1	0.333333333333
misrepresentation	misrepresentations	2	1	0.333333333333
slug	slugs	8	4	0.333333333333
hookup	hookups	2	1	0.333333333333
owl	owls	2	1	0.333333333333
accountant	accountants	2	1	0.333333333333
paean	paeans	2	1	0.333333333333
wisp	wisps	2	1	0.333333333333
whisper	whispers	8	4	0.333333333333
twist	twists	12	6	0.333333333333
planting	plantings	2	1	0.333333333333
yelp	yelps	2	1	0.333333333333
thought	thoughts	103	51	0.331168831169
region	regions	71	35	0.330188679245
section	sections	132	65	0.329949238579
plant	plants	118	58	0.329545454545
task	tasks	59	29	0.329545454545
dream	dreams	49	24	0.328767123288
target	targets	45	22	0.328358208955
investigation	investigations	43	21	0.328125
edge	edges	76	37	0.327433628319
issue	issues	130	63	0.326424870466
possibility	possibilities	87	42	0.325581395349
aim	aims	27	13	0.325
wish	wishes	23	11	0.323529411765
guy	guys	42	20	0.322580645161
shot	shots	61	29	0.322222222222
statement	statements	141	67	0.322115384615
country	countries	312	148	0.321739130435
award	awards	36	17	0.320754716981
copy	copies	36	17	0.320754716981
crystal	crystals	17	8	0.32
wood	woods	51	24	0.32
dome	domes	17	8	0.32
accelerometer	accelerometers	17	8	0.32
palm	palms	17	8	0.32
study	studies	200	94	0.319727891156
rate	rates	205	96	0.318936877076
soul	souls	47	22	0.31884057971
opinion	opinions	94	44	0.31884057971
district	districts	77	36	0.318584070796
gathering	gatherings	15	7	0.318181818182
patient	patients	75	35	0.318181818182
trick	tricks	15	7	0.318181818182
class	classes	163	76	0.317991631799
cow	cows	28	13	0.317073170732
fear	fears	93	43	0.316176470588
abstraction	abstractions	13	6	0.315789473684
arrow	arrows	13	6	0.315789473684
hut	huts	13	6	0.315789473684
lever	levers	13	6	0.315789473684
colt	colts	13	6	0.315789473684
school	schools	413	190	0.315091210614
specimen	specimens	24	11	0.314285714286
novel	novels	48	22	0.314285714286
feeling	feelings	131	60	0.314136125654
poet	poets	68	31	0.313131313131
wart	warts	11	5	0.3125
apprehension	apprehensions	11	5	0.3125
discrepancy	discrepancies	11	5	0.3125
motivation	motivations	11	5	0.3125
